SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
13.000000;25;14112;0.764133;5002;5002;3;5002;0;0;0;0;0
13.200000;25;14112;0.764133;5002;5002;0;5002;0;0;0;0;0
13.400000;25;14112;0.764133;5002;5002;0;5002;0;0;0;0;0
13.600000;25;14112;0.764133;5002;5002;0;5002;0;0;0;0;0
13.800000;25;14112;0.764133;5002;5002;0;5002;0;0;0;0;0
14.000000;25;14112;0.764133;5002;5002;0;5002;0;0;0;0;0
14.200000;25;14112;0.764133;5002;5002;0;5002;0;0;0;0;0
14.400000;25;14112;0.764133;5000;5002;0;5002;0;0;0;0;0
14.600000;25;14112;0.764133;4942;5002;0;5002;0;0;0;0;0
14.800000;25;14112;0.764133;4439;5002;0;5002;0;0;0;0;0
15.000000;25;14112;0.764133;3070;5002;0;5002;0;0;0;0;0
15.200000;25;14112;0.764133;1406;5002;0;5002;0;0;0;0;0
15.400000;25;14112;0.764133;941;10000;0;10000;0;0;0;0;0
15.600000;25;14112;0.764133;207;10000;0;10000;0;0;0;0;0
15.800000;25;14112;0.764133;38;10000;0;10000;0;0;0;0;0
16.000000;25;14112;0.764133;7;10000;0;10000;0;0;0;0;0
