SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
5.000000;15;7224;0.586745;5002;5002;0;5002;0;0;0;0;0
5.200000;15;7224;0.586745;5002;5002;0;5002;0;0;0;0;0
5.400000;15;7224;0.586745;5002;5002;0;5002;0;0;0;0;0
5.600000;15;7224;0.586745;5002;5002;0;5002;0;0;0;0;0
5.800000;15;7224;0.586745;5002;5002;0;5002;0;0;0;0;0
6.000000;15;7224;0.586745;5002;5002;0;5002;0;0;0;0;0
6.200000;15;7224;0.586745;4996;5002;0;5002;0;0;0;0;0
6.400000;15;7224;0.586745;4919;5002;0;5002;0;0;0;0;0
6.600000;15;7224;0.586745;4156;5002;0;5002;0;0;0;0;0
6.800000;15;7224;0.586745;2394;5002;0;5002;0;0;0;0;0
7.000000;15;7224;0.586745;1000;6346;0;6346;0;0;0;0;0
7.200000;15;7224;0.586745;315;10000;0;10000;0;0;0;0;0
7.400000;15;7224;0.586745;37;10000;0;10000;0;0;0;0;0
7.600000;15;7224;0.586745;4;10000;0;10000;0;0;0;0;0
