SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
12.000000;24;13536;0.732943;5002;5002;268;5002;0;0;0;0;0
12.200000;24;13536;0.732943;5002;5002;48;5002;0;0;0;0;0
12.400000;24;13536;0.732943;5002;5002;13;5002;0;0;0;0;0
12.600000;24;13536;0.732943;5002;5002;3;5002;0;0;0;0;0
12.800000;24;13536;0.732943;5002;5002;0;5002;0;0;0;0;0
13.000000;24;13536;0.732943;5002;5002;0;5002;0;0;0;0;0
13.200000;24;13536;0.732943;5002;5002;0;5002;0;0;0;0;0
13.400000;24;13536;0.732943;5002;5002;0;5002;0;0;0;0;0
13.600000;24;13536;0.732943;5002;5002;0;5002;0;0;0;0;0
13.800000;24;13536;0.732943;5002;5002;0;5002;0;0;0;0;0
14.000000;24;13536;0.732943;4979;5002;0;5002;0;0;0;0;0
14.200000;24;13536;0.732943;4713;5002;0;5002;0;0;0;0;0
14.400000;24;13536;0.732943;3759;5002;0;5002;0;0;0;0;0
14.600000;24;13536;0.732943;2017;5002;0;5002;0;0;0;0;0
14.800000;24;13536;0.732943;1000;6635;0;6635;0;0;0;0;0
15.000000;24;13536;0.732943;376;10000;0;10000;0;0;0;0;0
15.200000;24;13536;0.732943;99;10000;0;10000;0;0;0;0;0
15.400000;24;13536;0.732943;10;10000;0;10000;0;0;0;0;0
15.600000;24;13536;0.732943;4;10000;0;10000;0;0;0;0;0
