SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
2.000000;12;4968;0.403509;5002;5002;5;5002;0;0;0;0;0
2.200000;12;4968;0.403509;5002;5002;0;5002;0;0;0;0;0
2.400000;12;4968;0.403509;5002;5002;0;5002;0;0;0;0;0
2.600000;12;4968;0.403509;5002;5002;0;5002;0;0;0;0;0
2.800000;12;4968;0.403509;5002;5002;0;5002;0;0;0;0;0
3.000000;12;4968;0.403509;5002;5002;0;5002;0;0;0;0;0
3.200000;12;4968;0.403509;5002;5002;0;5002;0;0;0;0;0
3.400000;12;4968;0.403509;4977;5002;0;5002;0;0;0;0;0
3.600000;12;4968;0.403509;4592;5002;0;5002;0;0;0;0;0
3.800000;12;4968;0.403509;3019;5002;0;5002;0;0;0;0;0
4.000000;12;4968;0.403509;1133;5002;0;5002;0;0;0;0;0
4.200000;12;4968;0.403509;379;10000;0;10000;0;0;0;0;0
4.400000;12;4968;0.403509;28;10000;0;10000;0;0;0;0;0
4.600000;12;4968;0.403509;2;10000;0;10000;0;0;0;0;0
