SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
0.000000;8;3496;0.567901;5002;5002;0;5002;0;0;0;0;0
0.200000;8;3496;0.567901;4999;5002;0;5002;0;0;0;0;0
0.400000;8;3496;0.567901;4955;5002;0;5002;0;0;0;0;0
0.600000;8;3496;0.567901;4615;5002;0;5002;0;0;0;0;0
0.800000;8;3496;0.567901;3455;5002;0;5002;0;0;0;0;0
1.000000;8;3496;0.567901;1644;5002;0;5002;0;0;0;0;0
1.200000;8;3496;0.567901;926;10000;0;10000;0;0;0;0;0
1.400000;8;3496;0.567901;144;10000;0;10000;0;0;0;0;0
1.600000;8;3496;0.567901;13;10000;0;10000;0;0;0;0;0
1.800000;8;3496;0.567901;2;10000;0;10000;0;0;0;0;0
