SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-8.000000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.900000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.800000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.700000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.600000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.500000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.400000;2;1096;0.178038;502;502;0;502;0;0;0;0;0
-7.300000;2;1096;0.178038;501;502;0;502;0;0;0;0;0
-7.200000;2;1096;0.178038;500;502;0;502;0;0;0;0;0
-7.100000;2;1096;0.178038;493;502;0;502;0;0;0;0;0
-7.000000;2;1096;0.178038;483;502;0;502;0;0;0;0;0
-6.900000;2;1096;0.178038;458;502;0;502;0;0;0;0;0
-6.800000;2;1096;0.178038;412;502;0;502;0;0;0;0;0
-6.700000;2;1096;0.178038;341;502;0;502;0;0;0;0;0
-6.600000;2;1096;0.178038;270;502;0;502;0;0;0;0;0
-6.500000;2;1096;0.178038;179;502;0;502;0;0;0;0;0
-6.400000;2;1096;0.178038;100;557;0;557;0;0;0;0;0
-6.300000;2;1096;0.178038;100;691;0;691;0;0;0;0;0
-6.200000;2;1096;0.178038;70;1000;0;1000;0;0;0;0;0
-6.100000;2;1096;0.178038;19;1000;0;1000;0;0;0;0;0
-6.000000;2;1096;0.178038;7;1000;0;1000;0;0;0;0;0
