SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-3.000000;12;4968;0.403509;502;502;502;502;0;0;0;0;0
-1.500000;12;4968;0.403509;502;502;502;502;0;0;0;0;0
0.000000;12;4968;0.403509;502;502;3;502;0;0;0;0;0
0.100000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.200000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.300000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.400000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.500000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.600000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.700000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.800000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
0.900000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.000000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.100000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.200000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.300000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.400000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.500000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.600000;12;4968;0.403509;502;502;0;502;0;0;0;0;0
1.700000;12;4968;0.403509;501;502;0;502;0;0;0;0;0
1.800000;12;4968;0.403509;501;502;0;502;0;0;0;0;0
1.900000;12;4968;0.403509;500;502;0;502;0;0;0;0;0
2.000000;12;4968;0.403509;483;502;0;502;0;0;0;0;0
2.100000;12;4968;0.403509;439;502;0;502;0;0;0;0;0
2.200000;12;4968;0.403509;307;502;0;502;0;0;0;0;0
2.300000;12;4968;0.403509;179;502;0;502;0;0;0;0;0
2.400000;12;4968;0.403509;100;856;0;856;0;0;0;0;0
2.500000;12;4968;0.403509;35;1000;0;1000;0;0;0;0;0
2.600000;12;4968;0.403509;7;1000;0;1000;0;0;0;0;0
