SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
9.000000;24;13536;0.732943;502;502;502;502;0;0;0;0;0
10.500000;24;13536;0.732943;502;502;2;502;0;0;0;0;0
10.600000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
10.700000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
10.800000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
10.900000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.000000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.100000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.200000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.300000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.400000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.500000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.600000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.700000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.800000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
11.900000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
12.000000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
12.100000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
12.200000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
12.300000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
12.400000;24;13536;0.732943;502;502;0;502;0;0;0;0;0
12.500000;24;13536;0.732943;499;502;0;502;0;0;0;0;0
12.600000;24;13536;0.732943;479;502;0;502;0;0;0;0;0
12.700000;24;13536;0.732943;423;502;0;502;0;0;0;0;0
12.800000;24;13536;0.732943;303;502;0;502;0;0;0;0;0
12.900000;24;13536;0.732943;197;502;0;502;0;0;0;0;0
13.000000;24;13536;0.732943;100;571;0;571;0;0;0;0;0
13.100000;24;13536;0.732943;65;1000;0;1000;0;0;0;0;0
13.200000;24;13536;0.732943;19;1000;0;1000;0;0;0;0;0
13.300000;24;13536;0.732943;6;1000;0;1000;0;0;0;0;0
