SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
6.000000;21;10680;0.578298;502;502;502;502;0;0;0;0;0
7.500000;21;10680;0.578298;502;502;76;502;0;0;0;0;0
9.000000;21;10680;0.578298;502;502;0;502;0;0;0;0;0
9.100000;21;10680;0.578298;502;502;0;502;0;0;0;0;0
9.200000;21;10680;0.578298;502;502;0;502;0;0;0;0;0
9.300000;21;10680;0.578298;502;502;0;502;0;0;0;0;0
9.400000;21;10680;0.578298;502;502;0;502;0;0;0;0;0
9.500000;21;10680;0.578298;502;502;0;502;0;0;0;0;0
9.600000;21;10680;0.578298;501;502;0;502;0;0;0;0;0
9.700000;21;10680;0.578298;497;502;0;502;0;0;0;0;0
9.800000;21;10680;0.578298;462;502;0;502;0;0;0;0;0
9.900000;21;10680;0.578298;370;502;0;502;0;0;0;0;0
10.000000;21;10680;0.578298;233;502;0;502;0;0;0;0;0
10.100000;21;10680;0.578298;125;502;0;502;0;0;0;0;0
10.200000;21;10680;0.578298;84;1000;0;1000;0;0;0;0;0
10.300000;21;10680;0.578298;26;1000;0;1000;0;0;0;0;0
10.400000;21;10680;0.578298;11;1000;0;1000;0;0;0;0;0
10.500000;21;10680;0.578298;1;1000;0;1000;0;0;0;0;0
