SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
1.000000;16;7736;0.628330;502;502;502;502;0;0;0;0;0
2.500000;16;7736;0.628330;502;502;502;502;0;0;0;0;0
4.000000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.100000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.200000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.300000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.400000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.500000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.600000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.700000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.800000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
4.900000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.000000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.100000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.200000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.300000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.400000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.500000;16;7736;0.628330;502;502;0;502;0;0;0;0;0
5.600000;16;7736;0.628330;496;502;0;502;0;0;0;0;0
5.700000;16;7736;0.628330;470;502;0;502;0;0;0;0;0
5.800000;16;7736;0.628330;400;502;0;502;0;0;0;0;0
5.900000;16;7736;0.628330;286;502;0;502;0;0;0;0;0
6.000000;16;7736;0.628330;147;502;0;502;0;0;0;0;0
6.100000;16;7736;0.628330;100;909;0;909;0;0;0;0;0
6.200000;16;7736;0.628330;31;1000;0;1000;0;0;0;0;0
6.300000;16;7736;0.628330;13;1000;0;1000;0;0;0;0;0
6.400000;16;7736;0.628330;3;1000;0;1000;0;0;0;0;0
