SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-7.000000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.900000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.800000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.700000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.600000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.500000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.400000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.300000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.200000;3;1416;0.230019;502;502;0;502;0;0;0;0;0
-6.100000;3;1416;0.230019;500;502;0;502;0;0;0;0;0
-6.000000;3;1416;0.230019;499;502;0;502;0;0;0;0;0
-5.900000;3;1416;0.230019;479;502;0;502;0;0;0;0;0
-5.800000;3;1416;0.230019;465;502;0;502;0;0;0;0;0
-5.700000;3;1416;0.230019;421;502;0;502;0;0;0;0;0
-5.600000;3;1416;0.230019;358;502;0;502;0;0;0;0;0
-5.500000;3;1416;0.230019;256;502;0;502;0;0;0;0;0
-5.400000;3;1416;0.230019;185;502;0;502;0;0;0;0;0
-5.300000;3;1416;0.230019;114;502;0;502;0;0;0;0;0
-5.200000;3;1416;0.230019;100;927;0;927;0;0;0;0;0
-5.100000;3;1416;0.230019;52;1000;0;1000;0;0;0;0;0
-5.000000;3;1416;0.230019;9;1000;0;1000;0;0;0;0;0
