SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-4.000000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.900000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.800000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.700000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.600000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.500000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.400000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.300000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.200000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.100000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-3.000000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.900000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.800000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.700000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.600000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.500000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.400000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.300000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.200000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.100000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-2.000000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-1.900000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-1.800000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-1.700000;3;1416;0.188800;5002;5002;0;0;0;0;0;0;0
-1.600000;3;1416;0.188800;5001;5002;0;0;0;0;0;0;0
-1.500000;3;1416;0.188800;4992;5002;0;0;0;0;0;0;0
-1.400000;3;1416;0.188800;4981;5002;0;0;0;0;0;0;0
-1.300000;3;1416;0.188800;4928;5002;0;0;0;0;0;0;0
-1.200000;3;1416;0.188800;4836;5002;0;0;0;0;0;0;0
-1.100000;3;1416;0.188800;4691;5002;0;0;0;0;0;0;0
-1.000000;3;1416;0.188800;4365;5002;0;0;0;0;0;0;0
-0.900000;3;1416;0.188800;3918;5002;0;0;0;0;0;0;0
-0.800000;3;1416;0.188800;3317;5002;0;0;0;0;0;0;0
-0.700000;3;1416;0.188800;2690;5002;0;0;0;0;0;0;0
-0.600000;3;1416;0.188800;2011;5002;0;0;0;0;0;0;0
-0.500000;3;1416;0.188800;1459;5002;0;0;0;0;0;0;0
-0.400000;3;1416;0.188800;1000;5044;0;0;0;0;0;0;0
-0.300000;3;1416;0.188800;1000;7616;0;0;0;0;0;0;0
-0.200000;3;1416;0.188800;923;10000;0;0;0;0;0;0;0
-0.100000;3;1416;0.188800;692;10000;0;0;0;0;0;0;0
0.000000;3;1416;0.188800;560;10000;0;0;0;0;0;0;0
0.100000;3;1416;0.188800;518;10000;0;0;0;0;0;0;0
0.200000;3;1416;0.188800;423;10000;0;0;0;0;0;0;0
0.300000;3;1416;0.188800;388;10000;0;0;0;0;0;0;0
0.400000;3;1416;0.188800;366;10000;0;0;0;0;0;0;0
0.500000;3;1416;0.188800;349;10000;0;0;0;0;0;0;0
0.600000;3;1416;0.188800;370;10000;0;0;0;0;0;0;0
0.700000;3;1416;0.188800;309;10000;0;0;0;0;0;0;0
0.800000;3;1416;0.188800;293;10000;0;0;0;0;0;0;0
0.900000;3;1416;0.188800;242;10000;0;0;0;0;0;0;0
1.000000;3;1416;0.188800;277;10000;0;0;0;0;0;0;0
1.100000;3;1416;0.188800;233;10000;0;0;0;0;0;0;0
1.200000;3;1416;0.188800;230;10000;0;0;0;0;0;0;0
1.300000;3;1416;0.188800;222;10000;0;0;0;0;0;0;0
1.400000;3;1416;0.188800;205;10000;0;0;0;0;0;0;0
1.500000;3;1416;0.188800;182;10000;0;0;0;0;0;0;0
1.600000;3;1416;0.188800;187;10000;0;0;0;0;0;0;0
1.700000;3;1416;0.188800;167;10000;0;0;0;0;0;0;0
1.800000;3;1416;0.188800;156;10000;0;0;0;0;0;0;0
1.900000;3;1416;0.188800;124;10000;0;0;0;0;0;0;0
2.000000;3;1416;0.188800;110;10000;0;0;0;0;0;0;0
2.100000;3;1416;0.188800;112;10000;0;0;0;0;0;0;0
2.200000;3;1416;0.188800;88;10000;0;0;0;0;0;0;0
