SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-7.000000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.900000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.800000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.700000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.600000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.500000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.400000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.300000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.200000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.100000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-6.000000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.900000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.800000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.700000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.600000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.500000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.400000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.300000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.200000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.100000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-5.000000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.900000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.800000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.700000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.600000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.500000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.400000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.300000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.200000;0;680;0.090667;5002;5002;0;0;0;0;0;0;0
-4.100000;0;680;0.090667;4999;5002;0;0;0;0;0;0;0
-4.000000;0;680;0.090667;4994;5002;0;0;0;0;0;0;0
-3.900000;0;680;0.090667;4980;5002;0;0;0;0;0;0;0
-3.800000;0;680;0.090667;4954;5002;0;0;0;0;0;0;0
-3.700000;0;680;0.090667;4921;5002;0;0;0;0;0;0;0
-3.600000;0;680;0.090667;4833;5002;0;0;0;0;0;0;0
-3.500000;0;680;0.090667;4639;5002;0;0;0;0;0;0;0
-3.400000;0;680;0.090667;4467;5002;0;0;0;0;0;0;0
-3.300000;0;680;0.090667;4169;5002;0;0;0;0;0;0;0
-3.200000;0;680;0.090667;3725;5002;0;0;0;0;0;0;0
-3.100000;0;680;0.090667;3342;5002;0;0;0;0;0;0;0
-3.000000;0;680;0.090667;2792;5002;0;0;0;0;0;0;0
-2.900000;0;680;0.090667;2290;5002;0;0;0;0;0;0;0
-2.800000;0;680;0.090667;1859;5002;0;0;0;0;0;0;0
-2.700000;0;680;0.090667;1438;5002;0;0;0;0;0;0;0
-2.600000;0;680;0.090667;1097;5002;0;0;0;0;0;0;0
-2.500000;0;680;0.090667;1000;6360;0;0;0;0;0;0;0
-2.400000;0;680;0.090667;1000;8356;0;0;0;0;0;0;0
-2.300000;0;680;0.090667;963;10000;0;0;0;0;0;0;0
-2.200000;0;680;0.090667;740;10000;0;0;0;0;0;0;0
-2.100000;0;680;0.090667;634;10000;0;0;0;0;0;0;0
-2.000000;0;680;0.090667;519;10000;0;0;0;0;0;0;0
-1.900000;0;680;0.090667;519;10000;0;0;0;0;0;0;0
-1.800000;0;680;0.090667;494;10000;0;0;0;0;0;0;0
-1.700000;0;680;0.090667;425;10000;0;0;0;0;0;0;0
-1.600000;0;680;0.090667;420;10000;0;0;0;0;0;0;0
-1.500000;0;680;0.090667;372;10000;0;0;0;0;0;0;0
-1.400000;0;680;0.090667;347;10000;0;0;0;0;0;0;0
-1.300000;0;680;0.090667;297;10000;0;0;0;0;0;0;0
-1.200000;0;680;0.090667;294;10000;0;0;0;0;0;0;0
-1.100000;0;680;0.090667;260;10000;0;0;0;0;0;0;0
-1.000000;0;680;0.090667;254;10000;0;0;0;0;0;0;0
-0.900000;0;680;0.090667;247;10000;0;0;0;0;0;0;0
-0.800000;0;680;0.090667;209;10000;0;0;0;0;0;0;0
-0.700000;0;680;0.090667;190;10000;0;0;0;0;0;0;0
-0.600000;0;680;0.090667;207;10000;0;0;0;0;0;0;0
-0.500000;0;680;0.090667;171;10000;0;0;0;0;0;0;0
-0.400000;0;680;0.090667;169;10000;0;0;0;0;0;0;0
-0.300000;0;680;0.090667;150;10000;0;0;0;0;0;0;0
-0.200000;0;680;0.090667;125;10000;0;0;0;0;0;0;0
-0.100000;0;680;0.090667;125;10000;0;0;0;0;0;0;0
-0.000000;0;680;0.090667;110;10000;0;0;0;0;0;0;0
0.100000;0;680;0.090667;103;10000;0;0;0;0;0;0;0
0.200000;0;680;0.090667;104;10000;0;0;0;0;0;0;0
0.300000;0;680;0.090667;88;10000;0;0;0;0;0;0;0
