SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
1.000000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.100000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.200000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.300000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.400000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.500000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.600000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.700000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.800000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
1.900000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
2.000000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
2.100000;8;3496;0.466133;5002;5002;0;0;0;0;0;0;0
2.200000;8;3496;0.466133;4999;5002;0;0;0;0;0;0;0
2.300000;8;3496;0.466133;4982;5002;0;0;0;0;0;0;0
2.400000;8;3496;0.466133;4943;5002;0;0;0;0;0;0;0
2.500000;8;3496;0.466133;4782;5002;0;0;0;0;0;0;0
2.600000;8;3496;0.466133;4443;5002;0;0;0;0;0;0;0
2.700000;8;3496;0.466133;3858;5002;0;0;0;0;0;0;0
2.800000;8;3496;0.466133;2987;5002;0;0;0;0;0;0;0
2.900000;8;3496;0.466133;2063;5002;0;0;0;0;0;0;0
3.000000;8;3496;0.466133;1290;5002;0;0;0;0;0;0;0
3.100000;8;3496;0.466133;1000;7204;0;0;0;0;0;0;0
3.200000;8;3496;0.466133;741;10000;0;0;0;0;0;0;0
3.300000;8;3496;0.466133;407;10000;0;0;0;0;0;0;0
3.400000;8;3496;0.466133;240;10000;0;0;0;0;0;0;0
3.500000;8;3496;0.466133;199;10000;0;0;0;0;0;0;0
3.600000;8;3496;0.466133;198;10000;0;0;0;0;0;0;0
3.700000;8;3496;0.466133;153;10000;0;0;0;0;0;0;0
3.800000;8;3496;0.466133;141;10000;0;0;0;0;0;0;0
3.900000;8;3496;0.466133;131;10000;0;0;0;0;0;0;0
4.000000;8;3496;0.466133;115;10000;0;0;0;0;0;0;0
4.100000;8;3496;0.466133;98;10000;0;0;0;0;0;0;0
