SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-1.000000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.900000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.800000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.700000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.600000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.500000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.400000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.300000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.200000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.100000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
-0.000000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.100000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.200000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.300000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.400000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.500000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.600000;6;2600;0.346667;5002;5002;0;0;0;0;0;0;0
0.700000;6;2600;0.346667;4996;5002;0;0;0;0;0;0;0
0.800000;6;2600;0.346667;4977;5002;0;0;0;0;0;0;0
0.900000;6;2600;0.346667;4927;5002;0;0;0;0;0;0;0
1.000000;6;2600;0.346667;4757;5002;0;0;0;0;0;0;0
1.100000;6;2600;0.346667;4438;5002;0;0;0;0;0;0;0
1.200000;6;2600;0.346667;3918;5002;0;0;0;0;0;0;0
1.300000;6;2600;0.346667;3176;5002;0;0;0;0;0;0;0
1.400000;6;2600;0.346667;2309;5002;0;0;0;0;0;0;0
1.500000;6;2600;0.346667;1557;5002;0;0;0;0;0;0;0
1.600000;6;2600;0.346667;1000;5177;0;0;0;0;0;0;0
1.700000;6;2600;0.346667;1000;8453;0;0;0;0;0;0;0
1.800000;6;2600;0.346667;817;10000;0;0;0;0;0;0;0
1.900000;6;2600;0.346667;579;10000;0;0;0;0;0;0;0
2.000000;6;2600;0.346667;444;10000;0;0;0;0;0;0;0
2.100000;6;2600;0.346667;475;10000;0;0;0;0;0;0;0
2.200000;6;2600;0.346667;431;10000;0;0;0;0;0;0;0
2.300000;6;2600;0.346667;347;10000;0;0;0;0;0;0;0
2.400000;6;2600;0.346667;391;10000;0;0;0;0;0;0;0
2.500000;6;2600;0.346667;334;10000;0;0;0;0;0;0;0
2.600000;6;2600;0.346667;334;10000;0;0;0;0;0;0;0
2.700000;6;2600;0.346667;320;10000;0;0;0;0;0;0;0
2.800000;6;2600;0.346667;297;10000;0;0;0;0;0;0;0
2.900000;6;2600;0.346667;287;10000;0;0;0;0;0;0;0
3.000000;6;2600;0.346667;250;10000;0;0;0;0;0;0;0
3.100000;6;2600;0.346667;259;10000;0;0;0;0;0;0;0
3.200000;6;2600;0.346667;246;10000;0;0;0;0;0;0;0
3.300000;6;2600;0.346667;226;10000;0;0;0;0;0;0;0
3.400000;6;2600;0.346667;216;10000;0;0;0;0;0;0;0
3.500000;6;2600;0.346667;198;10000;0;0;0;0;0;0;0
3.600000;6;2600;0.346667;175;10000;0;0;0;0;0;0;0
3.700000;6;2600;0.346667;185;10000;0;0;0;0;0;0;0
3.800000;6;2600;0.346667;166;10000;0;0;0;0;0;0;0
3.900000;6;2600;0.346667;137;10000;0;0;0;0;0;0;0
4.000000;6;2600;0.346667;144;10000;0;0;0;0;0;0;0
4.100000;6;2600;0.346667;123;10000;0;0;0;0;0;0;0
4.200000;6;2600;0.346667;119;10000;0;0;0;0;0;0;0
4.300000;6;2600;0.346667;107;10000;0;0;0;0;0;0;0
4.400000;6;2600;0.346667;111;10000;0;0;0;0;0;0;0
4.500000;6;2600;0.346667;95;10000;0;0;0;0;0;0;0
