SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-3.000000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.900000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.800000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.700000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.600000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.500000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.400000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.300000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.200000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.100000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-2.000000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.900000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.800000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.700000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.600000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.500000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.400000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.300000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.200000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.100000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-1.000000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-0.900000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-0.800000;4;1800;0.240000;5002;5002;0;0;0;0;0;0;0
-0.700000;4;1800;0.240000;4997;5002;0;0;0;0;0;0;0
-0.600000;4;1800;0.240000;4995;5002;0;0;0;0;0;0;0
-0.500000;4;1800;0.240000;4964;5002;0;0;0;0;0;0;0
-0.400000;4;1800;0.240000;4885;5002;0;0;0;0;0;0;0
-0.300000;4;1800;0.240000;4725;5002;0;0;0;0;0;0;0
-0.200000;4;1800;0.240000;4470;5002;0;0;0;0;0;0;0
-0.100000;4;1800;0.240000;4037;5002;0;0;0;0;0;0;0
0.000000;4;1800;0.240000;3475;5002;0;0;0;0;0;0;0
0.100000;4;1800;0.240000;2867;5002;0;0;0;0;0;0;0
0.200000;4;1800;0.240000;2104;5002;0;0;0;0;0;0;0
0.300000;4;1800;0.240000;1477;5002;0;0;0;0;0;0;0
0.400000;4;1800;0.240000;1059;5002;0;0;0;0;0;0;0
0.500000;4;1800;0.240000;1000;7320;0;0;0;0;0;0;0
0.600000;4;1800;0.240000;963;10000;0;0;0;0;0;0;0
0.700000;4;1800;0.240000;674;10000;0;0;0;0;0;0;0
0.800000;4;1800;0.240000;554;10000;0;0;0;0;0;0;0
0.900000;4;1800;0.240000;498;10000;0;0;0;0;0;0;0
1.000000;4;1800;0.240000;442;10000;0;0;0;0;0;0;0
1.100000;4;1800;0.240000;390;10000;0;0;0;0;0;0;0
1.200000;4;1800;0.240000;380;10000;0;0;0;0;0;0;0
1.300000;4;1800;0.240000;325;10000;0;0;0;0;0;0;0
1.400000;4;1800;0.240000;323;10000;0;0;0;0;0;0;0
1.500000;4;1800;0.240000;281;10000;0;0;0;0;0;0;0
1.600000;4;1800;0.240000;309;10000;0;0;0;0;0;0;0
1.700000;4;1800;0.240000;255;10000;0;0;0;0;0;0;0
1.800000;4;1800;0.240000;271;10000;0;0;0;0;0;0;0
1.900000;4;1800;0.240000;246;10000;0;0;0;0;0;0;0
2.000000;4;1800;0.240000;215;10000;0;0;0;0;0;0;0
2.100000;4;1800;0.240000;198;10000;0;0;0;0;0;0;0
2.200000;4;1800;0.240000;206;10000;0;0;0;0;0;0;0
2.300000;4;1800;0.240000;177;10000;0;0;0;0;0;0;0
2.400000;4;1800;0.240000;174;10000;0;0;0;0;0;0;0
2.500000;4;1800;0.240000;161;10000;0;0;0;0;0;0;0
2.600000;4;1800;0.240000;170;10000;0;0;0;0;0;0;0
2.700000;4;1800;0.240000;141;10000;0;0;0;0;0;0;0
2.800000;4;1800;0.240000;121;10000;0;0;0;0;0;0;0
2.900000;4;1800;0.240000;121;10000;0;0;0;0;0;0;0
3.000000;4;1800;0.240000;128;10000;0;0;0;0;0;0;0
3.100000;4;1800;0.240000;93;10000;0;0;0;0;0;0;0
