SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
1.000000;7;3112;0.414933;5002;5002;0;0;0;0;0;0;0
1.100000;7;3112;0.414933;5002;5002;0;0;0;0;0;0;0
1.200000;7;3112;0.414933;5002;5002;0;0;0;0;0;0;0
1.300000;7;3112;0.414933;5001;5002;0;0;0;0;0;0;0
1.400000;7;3112;0.414933;5001;5002;0;0;0;0;0;0;0
1.500000;7;3112;0.414933;4990;5002;0;0;0;0;0;0;0
1.600000;7;3112;0.414933;4941;5002;0;0;0;0;0;0;0
1.700000;7;3112;0.414933;4807;5002;0;0;0;0;0;0;0
1.800000;7;3112;0.414933;4529;5002;0;0;0;0;0;0;0
1.900000;7;3112;0.414933;4042;5002;0;0;0;0;0;0;0
2.000000;7;3112;0.414933;3282;5002;0;0;0;0;0;0;0
2.100000;7;3112;0.414933;2311;5002;0;0;0;0;0;0;0
2.200000;7;3112;0.414933;1314;5002;0;0;0;0;0;0;0
2.300000;7;3112;0.414933;1000;6272;0;0;0;0;0;0;0
2.400000;7;3112;0.414933;724;10000;0;0;0;0;0;0;0
2.500000;7;3112;0.414933;330;10000;0;0;0;0;0;0;0
2.600000;7;3112;0.414933;145;10000;0;0;0;0;0;0;0
2.700000;7;3112;0.414933;75;10000;0;0;0;0;0;0;0
