SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
11.000000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.100000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.200000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.300000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.400000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.500000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.600000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.700000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.800000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
11.900000;21;10680;0.474667;5002;5002;0;0;0;0;0;0;0
12.000000;21;10680;0.474667;4988;5002;0;0;0;0;0;0;0
12.100000;21;10680;0.474667;4929;5002;0;0;0;0;0;0;0
12.200000;21;10680;0.474667;4749;5002;0;0;0;0;0;0;0
12.300000;21;10680;0.474667;4321;5002;0;0;0;0;0;0;0
12.400000;21;10680;0.474667;3507;5002;0;0;0;0;0;0;0
12.500000;21;10680;0.474667;2353;5002;0;0;0;0;0;0;0
12.600000;21;10680;0.474667;1519;5002;0;0;0;0;0;0;0
12.700000;21;10680;0.474667;1000;6082;0;0;0;0;0;0;0
12.800000;21;10680;0.474667;900;10000;0;0;0;0;0;0;0
12.900000;21;10680;0.474667;401;10000;0;0;0;0;0;0;0
13.000000;21;10680;0.474667;218;10000;0;0;0;0;0;0;0
13.100000;21;10680;0.474667;134;10000;0;0;0;0;0;0;0
13.200000;21;10680;0.474667;77;10000;0;0;0;0;0;0;0
