SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
4.000000;11;4392;0.292800;5002;5002;0;0;0;0;0;0;0
4.100000;11;4392;0.292800;5002;5002;0;0;0;0;0;0;0
4.200000;11;4392;0.292800;5002;5002;0;0;0;0;0;0;0
4.300000;11;4392;0.292800;5002;5002;0;0;0;0;0;0;0
4.400000;11;4392;0.292800;5002;5002;0;0;0;0;0;0;0
4.500000;11;4392;0.292800;4998;5002;0;0;0;0;0;0;0
4.600000;11;4392;0.292800;4987;5002;0;0;0;0;0;0;0
4.700000;11;4392;0.292800;4917;5002;0;0;0;0;0;0;0
4.800000;11;4392;0.292800;4741;5002;0;0;0;0;0;0;0
4.900000;11;4392;0.292800;4218;5002;0;0;0;0;0;0;0
5.000000;11;4392;0.292800;3375;5002;0;0;0;0;0;0;0
5.100000;11;4392;0.292800;2308;5002;0;0;0;0;0;0;0
5.200000;11;4392;0.292800;1364;5002;0;0;0;0;0;0;0
5.300000;11;4392;0.292800;1000;7288;0;0;0;0;0;0;0
5.400000;11;4392;0.292800;539;10000;0;0;0;0;0;0;0
5.500000;11;4392;0.292800;207;10000;0;0;0;0;0;0;0
5.600000;11;4392;0.292800;96;10000;0;0;0;0;0;0;0
