SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
10.000000;25;14112;0.627200;502;502;0;0;0;0;0;0;0
11.000000;25;14112;0.627200;502;502;0;0;0;0;0;0;0
12.000000;25;14112;0.627200;502;502;0;0;0;0;0;0;0
13.000000;25;14112;0.627200;502;502;0;0;0;0;0;0;0
14.000000;25;14112;0.627200;502;502;0;0;0;0;0;0;0
15.000000;25;14112;0.627200;500;502;0;0;0;0;0;0;0
15.200000;25;14112;0.627200;454;502;0;0;0;0;0;0;0
15.400000;25;14112;0.627200;290;502;0;0;0;0;0;0;0
15.600000;25;14112;0.627200;100;529;0;0;0;0;0;0;0
15.800000;25;14112;0.627200;50;1000;0;0;0;0;0;0;0
16.000000;25;14112;0.627200;8;1000;0;0;0;0;0;0;0
