SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-3.000000;1;904;0.120533;4926;5002;0;0;0;0;0;0;0
-2.900000;1;904;0.120533;4875;5002;0;0;0;0;0;0;0
-2.800000;1;904;0.120533;4750;5002;0;0;0;0;0;0;0
-2.700000;1;904;0.120533;4578;5002;0;0;0;0;0;0;0
-2.600000;1;904;0.120533;4253;5002;0;0;0;0;0;0;0
-2.500000;1;904;0.120533;3813;5002;0;0;0;0;0;0;0
-2.400000;1;904;0.120533;3312;5002;0;0;0;0;0;0;0
-2.300000;1;904;0.120533;2712;5002;0;0;0;0;0;0;0
-2.200000;1;904;0.120533;2162;5002;0;0;0;0;0;0;0
-2.100000;1;904;0.120533;1575;5002;0;0;0;0;0;0;0
-2.000000;1;904;0.120533;1146;5002;0;0;0;0;0;0;0
-1.900000;1;904;0.120533;1000;6536;0;0;0;0;0;0;0
-1.800000;1;904;0.120533;1000;9785;0;0;0;0;0;0;0
-1.700000;1;904;0.120533;674;10000;0;0;0;0;0;0;0
-1.600000;1;904;0.120533;476;10000;0;0;0;0;0;0;0
-1.500000;1;904;0.120533;397;10000;0;0;0;0;0;0;0
-1.400000;1;904;0.120533;320;10000;0;0;0;0;0;0;0
-1.300000;1;904;0.120533;268;10000;0;0;0;0;0;0;0
-1.200000;1;904;0.120533;254;10000;0;0;0;0;0;0;0
-1.100000;1;904;0.120533;196;10000;0;0;0;0;0;0;0
-1.000000;1;904;0.120533;178;10000;0;0;0;0;0;0;0
-0.900000;1;904;0.120533;169;10000;0;0;0;0;0;0;0
-0.800000;1;904;0.120533;174;10000;0;0;0;0;0;0;0
-0.700000;1;904;0.120533;165;10000;0;0;0;0;0;0;0
-0.600000;1;904;0.120533;152;10000;0;0;0;0;0;0;0
-0.500000;1;904;0.120533;114;10000;0;0;0;0;0;0;0
-0.400000;1;904;0.120533;111;10000;0;0;0;0;0;0;0
-0.300000;1;904;0.120533;95;10000;0;0;0;0;0;0;0
