SNR; MCS; TBS; rate; err0; trials0; err1; trials1; err2; trials2; err3; trials3; dci_err
-1.500000;3;1416;0.188800;4964;5002;0;0;0;0;0;0;0
-1.400000;3;1416;0.188800;4915;5002;0;0;0;0;0;0;0
-1.300000;3;1416;0.188800;4798;5002;0;0;0;0;0;0;0
-1.200000;3;1416;0.188800;4567;5002;0;0;0;0;0;0;0
-1.100000;3;1416;0.188800;4235;5002;0;0;0;0;0;0;0
-1.000000;3;1416;0.188800;3671;5002;0;0;0;0;0;0;0
-0.900000;3;1416;0.188800;3080;5002;0;0;0;0;0;0;0
-0.800000;3;1416;0.188800;2426;5002;0;0;0;0;0;0;0
-0.700000;3;1416;0.188800;1760;5002;0;0;0;0;0;0;0
-0.600000;3;1416;0.188800;1159;5002;0;0;0;0;0;0;0
-0.500000;3;1416;0.188800;1000;6641;0;0;0;0;0;0;0
-0.400000;3;1416;0.188800;917;10000;0;0;0;0;0;0;0
-0.300000;3;1416;0.188800;551;10000;0;0;0;0;0;0;0
-0.200000;3;1416;0.188800;376;10000;0;0;0;0;0;0;0
-0.100000;3;1416;0.188800;237;10000;0;0;0;0;0;0;0
0.000000;3;1416;0.188800;218;10000;0;0;0;0;0;0;0
0.100000;3;1416;0.188800;180;10000;0;0;0;0;0;0;0
0.200000;3;1416;0.188800;154;10000;0;0;0;0;0;0;0
0.300000;3;1416;0.188800;141;10000;0;0;0;0;0;0;0
0.400000;3;1416;0.188800;115;10000;0;0;0;0;0;0;0
0.500000;3;1416;0.188800;120;10000;0;0;0;0;0;0;0
0.600000;3;1416;0.188800;98;10000;0;0;0;0;0;0;0
